text,label
teacher:I know but how could you prove it using the picture;student:Ones wider and ones,0
teacher:How do you know;student:Three,0
teacher:Why are you on the no side,0
teacher:If we dont know what it means then why even do the problem,0
teacher:Why are we cheering to keep saving,0
teacher:Why are we cheering for every time we save,0
teacher:Why is it important to save money Alexander;student:The more you spend when you do have to pay bills you wont have money to do it,0
teacher:I want you to think about before we move on and go through A B C and D which one of these was the hardest to answer and why,0
teacher:Cassandra which one do you think was the hardest to answer and why,0
teacher:How do you know five is greater,0
teacher:How do we know that this is greater,0
teacher:Why is five greater,0
teacher:Why do you say less,0
teacher:Now why because I see a fraction,0
teacher:How do you know  in Part B  equivalent to four fives,0
teacher:So how do you know these are all equal to four fifths,0
teacher:Why would I want you to draw,0
teacher:Why,0
teacher:Why;student:What I did was I took 3 4 and I multiply it by 3,0
teacher:82 why,0
teacher:Why;student:No,0
teacher:Why Francis,0
teacher:Why cant I subtract,0
teacher:Why plus 6;student:Now you add on You do 2  6,0
teacher:Which problem was the toughest and why,0
teacher:Why did you make it into 68;student:What I did is I made it I guess since it was 34 and so I made it into 68,0
teacher:26 how do you know;student:26,0
teacher:Do you notice how we are wanting to save more than were wanting to spend now why would that be,0
teacher:I know its 8751 but lets say I mix up the decimal point why is it so important Kelly,0
teacher:Why is it so important that I am exactly right on my decimal point,0
teacher:Why is the decimal so important where I put it,0
teacher:Why;student:I think yes its greater than,0
teacher:Why is it yes,0
teacher:Why,0
teacher:Yes why;student:That will be zero,0
teacher:Why 104;student:104,0
teacher:Why;student:You would need to drag D to 100,0
teacher:Why or why not,0
teacher:Why or why not,0
teacher:Why or why not,0
teacher:And why wider Allen,0
teacher:What does that mean I fill in and why,0
teacher:Why did that make you come over here;student:Because it says five ones then three and seven and on the graph it shows 7 3,0
teacher:Why;student:No,0
teacher:Aria why do you say no;student:No,0
teacher:Why do we have to be so specific about where we put the and;student:And is for the decimal,0
teacher:Why,0
teacher:Why;student:Yes,0
teacher:Henry can you explain,0
teacher:Efficient why do we want to be efficient Stella,0
teacher:If we have a lot of problems to solve why would we want to be efficient Missy,0
teacher:Why should 20 be on top Zoey,0
teacher:Why would it be important to know how much change youre supposed to get back,0
teacher:Why is that important Bander,0
teacher:Why is the decimal so important,0
teacher:Naomi why,0
teacher:The last thing Id like to work on is this the last question it says based on your results above who do you think is the best surfer why;student:Because you dont have to go you dont have to stand all the way,0
teacher:Why,0
teacher:Because,0
teacher:Why do you think that so many kids rhere were probably five kids showed this work on their exit ticket,0
teacher:Jeremiah why do you think so many kids showed that work on their exit ticket,0
teacher:You might not know the best way to solve it yet but I want you to think about the problem and draw a picture to represent what the questions asking you to How can you use a picture to help visualize what this question is asking,0
teacher:Tell me why you think that,0
teacher:Yes Eileen tell me why in this problem we cut the bar into fives;student:Because 5 x 7 is 35,0
teacher:I just want to hear why you think so,0
teacher:Why not yet;student:Not fully,0
teacher:Why;student:Four,0
teacher:Or by 6 so why fourths in this particular problem;student:Or 6,0
teacher:Whyd you split it into three,0
teacher:Tell me about why your boxes are blank;student:I dont know,0
teacher:Why not;student:No,0
teacher:Paula whyd she put 23 in the boxes;student:Not me,0
teacher:Anybody give that one a shot Sophia,0
teacher:Somebody else want to give Jeremiah an explanation why those two pieces when we put them together equals two out of two,0
teacher:Why this one and not this one,0
teacher:Why two thirds why does two thirds work James,0
teacher:Three fourths because I ate;student:Three fourths,0
teacher:I have one pizza that Im going to share with three people Im going to cut that pizza into three slices and everybody gets one bite what if they chopped up that pizza for me already and they gave us six slices still three people but now Im going to share six slices how do I know how many slices each persons gonna get,0
teacher:Somebody tell me why,0
teacher:Why 13,0
teacher:Why would I multiply it,0
teacher:Why would I multiply,0
teacher:Why cant you subtract 20 from 18;student:You cant subtract 20 from 18,0
teacher:Why do you think,0
teacher:What is the mistake in this problem and why is it my favorite,0
teacher:Why do you say taller;student:Taller,0
teacher:Why;student:assignment made,0
teacher:So why would I divide 240 by 6,0
teacher:Yes why,0
teacher:Around 80 Why is that reasonable;student:Maybe like around 80,0
teacher:Why would we do that;student:Would you add another set of,0
teacher:400 so our goal is to get to 100 spectators why is it useful to pretend say well if this is the ratio then I want to pretend that I have a hundred spectators to see why is that useful,0
teacher:Why is it going to 100 useful,0
teacher:Why dont you do that,0
teacher:Why did that not seem reasonable,0
teacher:Why would you not just use it,0
teacher:Why does an architect of a gingerbread house need to consider the area,0
teacher:Why,0
teacher:Why not,0
teacher:Yes why not,0
teacher:Which would you choose to measure the volume of the house and why,0
teacher:Why Smarties,0
teacher:What unit would you choose and why Adrian,0
teacher:Why do you think that is,0
teacher:Daniel why do you think that might be,0
teacher:How do you know,0
teacher:Why do you think it will be double,0
teacher:What do you know What about your math background knowledge makes you think itll look like a yacht,0
teacher:How do you know its two times bigger,0
teacher:How do you know it was two times wider,0
teacher:Why not;student:No,0
teacher:5x3 why did you pick 5x3,0
teacher:Somebody explain this to me,0
teacher:Okay what is our smallest fraction and why,0
teacher:Why Jaher,0
teacher:Why did you make six;student:I made six,0
teacher:Why did I put the fraction 18,0
teacher:Everett why did I put the fraction oneeight,0
teacher:Okay why do you think its 610;student:I think its 610,0
teacher:Why are you doing the subtractions,0
teacher:Why not;student:No,0
teacher:Why did we have to start with the x coordinate,0
teacher:Why did you get up and grab a ruler;student:A ruler,0
teacher:Why is there not a dot on it;student:Right there,0
teacher:Why did you subtract 11 minus eight,0
teacher:Why or why not,0
teacher:Why;student:Yes,0
teacher:Why wont it be the right coordinates;student:Because its not the right coordinates,0
teacher:What are we talking about that would be different then,0
teacher:Those arent labeled X and Y coordinates so why is it going to mess me up;student:The X and Y are going to switch  because you have to start with the X and if you dont start with the right  your coordinate is going to be off by a lot,0
teacher:Explain to me why you did eight plus four,0
teacher:Finn why did you not fill it in,0
teacher:Why do you keep logging Y;student:X,0
teacher:Because;student:Seven,0
teacher:Lisa do you see why its one and four;student:Yes,0
teacher:Explain to me why its one and four,0
teacher:Why;student:Not really,0
teacher:Because;student:Yes,0
teacher:Okay how do you know;student:Yes,0
teacher:Why do you say times two,0
teacher:Why did you change this fraction,0
teacher:Why;student:110,0
teacher:Why;student:1920,0
teacher:Why is this so hard;student:Thats hard,0
teacher:Because;student:Yes,0
teacher:Why is this one bigger than this one;student:Second,0
teacher:110 why do you think 110;student:110,0
teacher:Why;student:Yes,0
teacher:Why do you say its 300,0
teacher:Why are you doing 1 x 2;student:First you have do 1 x 2,0
teacher:Because;student:At the bottom you do 4 x 2,0
teacher:Why do you think she multiplied by 32,0
teacher:Why is 110 the smallest,0
teacher:The question I was asking is what did we multiply by,0
teacher:I really want to know because theyre numbers up there and I added my numerators why dont I add my denominators,0
teacher:Why do you think it equals one whole;student:I think it equals one whole,0
teacher:Talk with your table right now about whether you think that is possible and why what are your reasons,0
teacher:Ali why do you say no,0
teacher:Why do you say that;student:Because the oldest daughter gets like half the land then the third daughter will get like a a third the other one will get 110 of the land,0
teacher:You multiplied it by 10 because,0
teacher:Why did you change that fraction,0
teacher:Why would you change 13,0
teacher:Why;student:You multiply your numerator and denominator,0
teacher:Why am I going to do that;student:So you can get,0
teacher:Why,0
teacher:Israel says I just need to add my numerators why dont I do anything to my denominators;student:Because if you add 3  2 is five and the denominators are the same so you just add 3  5  5 and 56,0
teacher:Im not saying whats in front of you is not equivalent to onehalf Im agreeing with all of you on that it is absolutely equivalent to onehalf but why is whats in front of you not onehalf,0
teacher:Why not,0
teacher:You might only want to start with a 100 its a friendly number but why dont we want to start with that one,0
teacher:Why;student:Twohalves equals one because,0
teacher:Mr Javier why is twohalves equal one whole,0
teacher:All right Mr Charles please stand up and tell the class why you think twohalves is equal to one,0
teacher:But why is two twos as youre calling it twohalves equal the one;student:One half plus one half is two twos because you dont add the denominator,0
teacher:Why is twohalves and not two twos,0
teacher:Talk about why and how you know it;student:Okay,0
teacher:Tell your table why Im wrong;student:No,0
teacher:Tell them why Im wrong,0
teacher:Why Im I wrong,0
teacher:So if Im wrong tell me why Im wrong,0
teacher:Do you know why Im wrong Nicole,0
teacher:Fiona do you know why Im wrong,0
teacher:Is there anybody who can come up here and be the Mr Parker and tell us why,0
teacher:Why not two halves and three thirds,0
teacher:Talk as a table why those wont work for this problem,0
teacher:Youre talking to your table about why it wont work,0
teacher:Why two halves and three thirds will not work as a great answer for that,0
teacher:Why can we not use three thirds and two halves in this problem talk,0
teacher:Why doesnt it work;student:How many times did this go into this,0
teacher:Thats  What do we think,0
teacher:why cant we just use two halves or three thirds,0
teacher:Why will two halves not work and three third wont work even though weve proven that they are both equal to one and our final answer is one because were equal in one of this guys,0
teacher:Why do you have to use this,0
teacher:Twohalves why does it equal one,0
teacher:Sienna why,0
teacher:Why does two halves equal one,0
teacher:Why is two halves the same things as one,0
teacher:Why;student:Yes,0
teacher:Why;student:Yes,0
teacher:Why do you think thats not a complete sentence,0
teacher:Why not;student:No,0
teacher:Youre saying no but why not,0
teacher:Why do you think I have not written a number sentence on the board,0
teacher:Why not,0
teacher:Youre saying no but why not,0
teacher:What do you think I have not written a number sentence on the board,0
teacher:Why not,0
teacher:Tell me why or why not;student:Yes,0
teacher:Why cant we use this,0
teacher:Why do you think its a complete sentence,0
teacher:You guys just said yes why do I think its complete sentence,0
teacher:Okay Corbin your hand was up why,0
teacher:Why do you think that is a complete sentence,0
teacher:Does anybody have when they were talking to their tablemates what they think is a good reason why it is since you all thought it was,0
teacher:Why you think it is a complete sentence,0
teacher:Ashley why do you think its a complete sentence,0
teacher:Come on talk about why,0
teacher:Why would I have us working together as a team on this,0
teacher:Whats the point of me saying I want you talking and working as a team Lucy,0
teacher:I want you to have is why,0
teacher:Why is two halves of two over two two out of two the same thing as one,0
teacher:But you have to tell me why;student:Its usually not,0
teacher:Why not,0
teacher:Or why can we use this,0
teacher:Why wont they work,0
teacher:Why am I not done with the problem,0
teacher:Roman why am I not done with the problem;student:Because you still,0
teacher:Why am I not done,0
teacher:Why am I not done with that problem yet,0
teacher:How do I know when Im done,0
teacher:How do I know when Im done,0
teacher:How do I know when I can stop,0
teacher:How do I know when this problem is done,0
teacher:Youre 100 right but why;student:You know when your problem is done is when a number is smaller than six like three is smaller than six,0
teacher:Why does that work,0
teacher:Thats perfect but why,0
teacher:Because what,0
teacher:So youre off to a good start but why,0
teacher:Why is the number six important in this,0
teacher:Jonah why is what Ms  said true,0
teacher:That as soon as we get a number thats smaller than six were done,0
teacher:How do we know when were done,0
teacher:Why;student:Yes,0
teacher:Will why are we subtracting 60 from 75,0
teacher:Why not;student:No,0
teacher:How do we know were done,0
teacher:Brielle how do we know were done,0
teacher:Why not a 100,0
teacher:Why is it not my best choice;student:What did you say,0
teacher:Why is it not my best choice,0
teacher:Why is it not my best choice,0
teacher:Why;student:No,0
teacher:Why do we want to get to those numbers;student:They wont work because we cant multiply anything to three to get two and we cant multiply anything to two to get three,0
teacher:Why;student:Youre going to make group of five in each row,0
teacher:Why did we choose the five,0
teacher:Why isnt it 7 338,0
teacher:Why did we choose to use the denominator instead of the numerator,0
teacher:Why multiple methods works and why when you do partial products you should always check your answers with division,0
teacher:Why are we starting with this,0
teacher:Why is the denominator important,0
teacher:Why one half;student:One half,0
teacher:So why,0
teacher:Why do we do that,0
teacher:Talk about it why cant you,0
teacher:Why do we break it into smaller parts,0
teacher:Why;student:Its a little bit easier to solve the problem,0
teacher:Now how do we know which one is which,0
teacher:Why cant we go over;student:Over,0
teacher:So why cant we use that one,0
teacher:Why cant we,0
teacher:why cant we use that,0
teacher:Jack why cant I do this,0
teacher:Zach why not,0
teacher:Why 6 times 10,0
teacher:Why do you think I think thats the best choice,0
teacher:Why do you think 6 times 10 is the best place to start your thinking box,0
teacher:When we do partial products why do we do it,0
teacher:Whos the better surfer and why right now,0
teacher:Why is 6 times 10 not the best choice to solve the problem,0
teacher:Whos the better surfer and why,0
teacher:Yeah why is that a six,0
teacher:Why did you put negative seven;student:Seven,0
teacher:How come youre not standing up to Raymond here and saying hey man look I got the right answers,0
teacher:So why did you plot down here when zero positive 12 is up there,0
teacher:Yes John why;student:Yes,0
teacher:Whyd I put these here,0
teacher:Why do you think that;student:N minus six,0
teacher:Tell me why,0
teacher:What do you think that graphs gonna look like;student:Sixteen,0
teacher:Why is it two A;student:So its two A squared,0
teacher:If you have A to the fourth up top why do we have A to the fourth on the bottom,0
teacher:Why is that,0
teacher:Why do you say 90 degrees;student:Ninety degrees,0
teacher:How can how do they justify that,0
teacher:Do you have something to back that up,0
teacher:Why do you think that ones easier,0
teacher:Why is that,0
teacher:Why,0
teacher:Who could  explain why,0
teacher:Why,0
teacher:Why do you think she is doing that,0
teacher:Also what reasons you have for why your think so or why not,0
teacher:Michael why,0
teacher:Hey how come we didnt use your table,0
teacher:Numbers like that,0
teacher:Why didnt you pick like one and two and three,0
teacher:Why did you pick four and eight,0
teacher:Ricardo how can you see if an equation belongs with a descending line,0
teacher:But how can you tell that from the equation,0
teacher:Yes but why five;student:Uh Y equals five,0
teacher:How can you tell by looking at the table whether they are linear,0
teacher:Why should you take half of 12,0
teacher:Why 25;student:Twentyfive,0
teacher:But what why,0
teacher:No why squared;student:That is ten E squared,0
teacher:Why,0
teacher:Why would I choose minus six and eight;student:Thirtysix,0
teacher:Why;student:I understand the equation but I dont know how to explain it,0
teacher:Could you write it underneath the number line and tell us why you would place it  there;student:We would place it here,0
teacher:Yes maybe you should write it as a fraction why three point;student:Then X equals minus three point three,0
teacher:Are you aware of why youre making arrowheads,0
teacher:Reason;student:that we know  and now we got,0
teacher:Why do you take the box,0
teacher:Why;student:Madam,0
teacher:Why;student:There now Ive found for half of X I will multiply by two to find X,0
teacher:So why do times a half;student:Times a half,0
teacher:No why do you do minus five X;student:E I understand very well,0
teacher:But why do you divide by four when you have an addition;student:the minus four the over four its also here,0
teacher:Why,0
teacher:No Why do you want minus 21,0
teacher:How come you have your table backwards,0
teacher:Why not;student:Well cant I multi eh multiply that,0
teacher:A and D A and D How can you see that;student:Um A and D,0
teacher:And I would like to hear again  why that would work could you tell me Erin,0
teacher:Any idea,0
teacher:Why are you thinking equally likely Hafasta,0
teacher:Why do you think seven greens and three yellows Robert,0
teacher:Why,0
teacher:can you   can you tell me why;student:Yeah,0
teacher:Why;student:In the middle of unlikely and impossible,0
teacher:Why do you have thirteen and seven,0
teacher:Why,0
teacher:What makes you say that,0
teacher:Why twenty;student:Yeah,0
teacher:And why are you changing;student:Seven greens and three yellows,0
teacher:Who can tell me why you think we need to do some more drawing,0
teacher:Why six more,0
teacher:Can you tell me why,0
teacher:Do you see why;student:Yeah 4,0
teacher:Yeah why;student:I think I know why,0
teacher:The reason being;student:Four yeah,0
teacher:Why five;student:That would be I think that would be five,0
teacher:Ok so why s that;student:Six,0
teacher:Why are  you going to get four bows,0
teacher:Why acts as four;student:This acts as four,0
teacher:Why does this act as four;student:This,0
teacher:Why does this act as two;student:Well yeah this,0
teacher:Tell me why;student:Six,0
teacher:Okay why would you say twenty percent;student:I would say twenty percent,0
teacher:Why,0
teacher:Why do you think it should go there,0
teacher:Why don t you think it would go between equally likely and likely,0
teacher:I am still confused now why one half is on the zero;student:This would be one and threequarters this would be one and fourquarters,0
teacher:And why two quarters is  between zero and one,0
teacher:Who  could explain why,0
teacher:David what do you think,0
teacher:Why not,0
teacher:Well Alan would argue I think maybe not that this is  one and this is the same length one inch and this is the  same length one inch so why cant we mark these all one;student:Its not the way to put  A ruler has the different numbers  that you count by so if you have all these 1s and you dont  have the numbers that they belong to then,0
teacher:And why do you think with the friend,0
teacher:You  Why;student:Robbie,0
teacher:Why,0
teacher:Can you tell me why 12 inches might be the perimeter,0
teacher:Tell me who you agree with and why,0
teacher:Why you would put it there and  not to the right or to the left,0
teacher:And how do you know;student:28,0
teacher:Now why do you think I gave her red,0
teacher:Why did I give her the color red,0
teacher:Why didnt I give her the green pen the green pen,0
teacher:Why,0
teacher:And how come square inches;student:Instead of just regular inches,0
teacher:Okay how  why do you have to add the square inches;student:Hes thinking area is in square inches and like when you do perimeter you dont have square inches,0
teacher:Why do you have to tell people  inches squared,0
teacher:Or  square inches,0
teacher:Why is that important with area,0
teacher:And why;student:We were trying to figure out whether to put it on likely or equally likely,0
teacher:Why was that,0
teacher:Okay why;student:She put 4 rows and 7 columns,0
teacher:Can you prove it,0
teacher:Explain why,0
teacher:About it being exactly 2000 yen why did it become exactly 2000 yen here,0
teacher:Milin tell me  why,0
teacher:Can can you give me an argument you dont  have to do it why we jump from 4 to 8,0
teacher:But why 8;student:Two4then 8,0
teacher:So tell me now convince Jeff why its going to be 8   why  its going to be double;student:You could make 8,0
teacher:Why does  that sound like guessing,0
teacher:But Milin just said you dont have  all two blues and you said thats why is that,0
teacher:Why did you say 12 Michelle;student:Its its like its like,0
teacher:How come she got something she got 512,0
teacher:Why didnt the 8  work,0
teacher:Why did you have to keep,0
teacher:How could you jump  from towers of 6 to towers of 10 without going through all  those steps and why,0
teacher:But why;student:I agree,0
teacher:Do you know why they would have multiplied this one by by 2,0
teacher:Why do you think they went to 8 cups,0
teacher:So why did you pick thirtyfour,0
teacher:So why fourteen;student:That is twenty eight then just minus two is twenty six because that is the real one twentysix,0
teacher:Why twentysix;student:It will twentysix plus twentysix is twelve it s fiftytwo,0
teacher:Why do you think it was the two browns;student:Yeah it was the two browns I think,0
teacher:Why is it a red here and why is it a white here;student:Because two of em equal up to a red like the orange and the,0
teacher:Why not;student:Looking at this it would not be fiftieths,0
teacher:Ok tell me what youre showing up here uh Sarah and  Beth;student:I think its theyre right but one green and uh and a one I  think equals one purple because if you would put that to  that it would just equal one purple and put the,0
teacher:How do you know that that that theres not one smaller,0
teacher:Why or why not,0
teacher:But I dont can you explain to  me  why from 2 you get to 4,0
teacher:Why do you think 64;student:Probably 64,0
teacher:Okay why;student:Umm,0
teacher:Why one tenth,0
teacher:What do we think,0
teacher:Ok and can you tell us why your group feels good about that match;student:Situation 5 is  This test was very difficult for most people,0
teacher:Why or why not,0
teacher:Why or why not,0
teacher:Why is 0 important,0
teacher:Again why is 0 important,0
teacher:Could someone explain to us why you would be able to answer the prompt of when the three plans would cost the same if we could correct the confusion here with Online Flix,0
teacher:Why not;student:No changes,0
teacher:How did you think that,0
teacher:Why are they two fourths;student:Well this row and this row is a half   and then these are two fourths,0
teacher:I m hearing you say Brian that the number name for red is one sixth  and the reason why is;student:If you split one of these in half  and you have three of them up there they d make they d make six  and any way and when you split them in half right in the middle  over there it s kind of like that it s kind of like this there was this  was that was the one third  and that was the  one half  on the bottom and so it s just  like this and the red I m pretending is like is like is a half of one of  the purples and you see when I split it in half it s it s one sixth and  and it equals and it equals up to a green,0
teacher:Why wouldnt it be okay,0
teacher:Why not;student:Um no,0
teacher:David doesn t believe it why not David;student:No,0
teacher:Can you tell me why you  would give it the number name one third,0
teacher:Okay tell me why the number names change;student:Yes,0
teacher:Give me an example  of why the number names change,0
teacher:Why could the light green be a third and why could the red  be a third,0
teacher:Okay and why Michael one more time,0
teacher:Okay I heard someone say in the back of the room I was listening  someone asked a question someone said look we have three red  ones making the green one why cant we call the red one one;student:Because it would take three of the red ones to make um one of  the green ones,0
teacher:Do you want to tell me why you think so;student:Three wholes,0
teacher:Why four;student:Four,0
teacher:Why would you call it four,0
teacher:Why;student:One third,0
teacher:Can you show me why that s a half;student:Okay this is this is a half  and the red is a third,0
teacher:How can you see that in the diagram,0
teacher:I heard a lot of  people say they would call the white  one    Why would you call the white  one,0
teacher:Umm why didnt you say ten plus ten plus  ten plus ten plus ten equals fifty,0
teacher:Can you figure out reasoning behind all of this,0
teacher:Why not,0
teacher:Why cant I do two times three is six cube,0
teacher:Why not why do you object to that answer;student:Me,0
teacher:Why didnt some of you have a problem with negative 30 cubed but object to negative 20 squared,0
teacher:Do you know Ondra,0
teacher:Please tell us,0
teacher:Why,0
teacher:Why,0
teacher:Why,0
teacher:Why;student:No,0
teacher:Why,0
teacher:Why,0
teacher:Why,0
teacher:Why,0
teacher:So you move six to here and why cant you subtract them;student:This X is equal to six so it becomes six minus Y is 10,0
teacher:Why do you write down 180 degrees plus 180 degrees,0
teacher:Why,0
teacher:Why did you think it might be wrong,0
teacher:Then well can you say why you got a mathematical expression like this,0
teacher:Why;student:Its not included,0
teacher:Why does it end up as this kind of fraction,0
teacher:How do you know that this is four,0
teacher:Why is that,0
teacher:Why cant we calculate it;student:Yes five X minus four Y cant be calculated,0
teacher:And what is it or why is it that we cant add them together;student:Two A plus three A to the second power,0
teacher:Which ones cant be calculated and explain why,0
teacher:Why didnt you start counting by  twos or tens,0
teacher:Why  times ten,0
teacher:Why are you telling me five times  ten,0
teacher:Ok why did you why  did you decide to do that to use a  multiplication problem to help you,0
teacher:Ok you say that very uncertainly but why do you think that;student:One sixth one sixth,0
teacher:Well why did you take off two of these off;student:What I did before when I was  ready I took off two of the red and one of the the light green,0
teacher:Why do you think it didnt fall this time,0
teacher:And how do you know that;student:One half and one third,0
teacher:Why did I say F E D;student:You said F E D,0
teacher:All right and how are you going to know what size the angle is,0
teacher:Why not;student:No,0
teacher:Okay  so what is twenty five and twenty five what  made you decide on using twenty five,0
teacher:Why,0
teacher:How do you know that triangle is rightangled,0
teacher:So how do you explain or how do you convince us that this triangle,0
teacher:So why do you think it should be minus,0
teacher:Well why four times for instance;student:When I will have three centimeters times four,0
