text,label,logits
teacher:Rule number two that were working on today which is what were doing right here is whatever you do to the bottom you do to the top but why,0,"[9.147111083769907, -2.1409872576107216, -1.9616506082358498, -2.2645436468710196, -2.456918712372537, -1.0238826061869803]"
teacher:Why do we have to do that,0,"[9.507099795935979, -1.7513639230370344, -1.937158725395255, -2.8322926787339924, -1.422960998449066, -1.7924697941379848]"
teacher:Why shouldnt we just do what I did which is multiply them together,0,"[9.601613712114098, -2.4515801218285613, -2.11630396163658, -1.9305494162301589, -2.0829977415275573, -2.8853435642226515]"
teacher:Why;student:Yes,0,"[9.958735250961345, -1.9412921319754708, -2.6309948419675337, -1.9604799024561506, -2.3160662375311905, -1.765728910634451]"
teacher:Why,0,"[9.009952409288173, -1.671595897413785, -2.041851068405042, -1.2202946697674084, -2.98674278142009, -1.2729669292110692]"
teacher:Visually we saw that it worked but mathematically why isnt it working,0,"[9.551450219936036, -2.797129914369404, -2.3821124571956402, -2.4713122544938546, -1.0845849550296986, -2.5719664858453335]"
teacher:Mathematically why doesnt that work,0,"[8.643663440087037, -1.3158861226640524, -2.712707800437113, -1.057995410486283, -2.8290098051911325, -1.3336877571381105]"
teacher:Why cant I add these together,0,"[8.239916966277256, -2.9922470404549992, -2.4816196794233503, -1.5018631101076734, -2.34542822818561, -1.3275241735530174]"
teacher:Why did you say there at the end whatever you do to the bottom you do to the top,0,"[8.781231813129049, -1.7054275383060566, -1.1479518422589001, -1.685095978600177, -1.5003828802808894, -1.996361722291413]"
teacher:Why not;student:No,0,"[9.321068995822797, -2.064684579329401, -1.769326335490114, -1.1159493630725437, -2.9391899938195865, -2.888569472726603]"
teacher:Why doesnt our first one work,0,"[9.72534938922098, -2.4883013615056737, -2.814972659533563, -1.3434338682464764, -1.1051625109050711, -1.6196384394417271]"
teacher:Talk as a table why doesnt our first one work now,0,"[9.324679191471501, -2.478266911964349, -1.434862276554812, -1.2058414139434221, -1.8592204806638357, -2.6321421795453475]"
teacher:AJ why can we not compare these two fractions the way they are,0,"[9.479136485233091, -2.594309446190418, -2.6945071201693294, -1.4533599620028954, -1.4432451175326018, -2.8933071648003477]"
teacher:So why is this the right answer,0,"[8.60515966446829, -1.5778158392717916, -2.664877043038614, -2.3279160215578028, -2.9151204068857126, -2.465731571211345]"
teacher:Yes but why is this not the right answer;student:Yes,0,"[9.43607116576305, -2.3358928243151977, -2.038173352893237, -1.9078345584146217, -1.9657182267846538, -2.1045308792990194]"
teacher:Why is this not the right answer,0,"[8.905875352267635, -1.2207560890181948, -2.2473117307742827, -2.227590069219811, -1.3515981953872356, -2.1016346554953063]"
teacher:If this was pizza why does this not work,0,"[8.291138345475458, -1.0517029875643882, -2.7356484202395412, -2.4362160356955, -2.987210848274773, -1.6608350077301033]"
teacher:Why does it not work,0,"[9.099035517408387, -2.0741316364080027, -2.098970194833364, -2.3669126768617597, -1.4677950501093784, -1.1890636513783812]"
teacher:Why doesnt it work,0,"[9.221366090889717, -2.3257190045038136, -1.145362770131558, -1.641930926874987, -1.1278328824339905, -2.7224955425948103]"
teacher:Why not;student:No,0,"[8.345303306741325, -1.8075551645513854, -1.2832563268402397, -2.760289564752612, -1.7134772826366402, -1.113965595223696]"
teacher:What is it and why,0,"[8.223846239617895, -2.70723725095782, -2.3475519158618754, -1.0425567736801256, -1.4463000111644728, -2.6045264475005423]"
teacher:What you think it is and why,0,"[8.265435350420473, -1.0396520028049068, -2.752839993275593, -2.9637412508897616, -2.9007956814994795, -1.490043819646726]"
teacher:Why;student:Its hard,0,"[8.40367575317293, -1.2516729330895016, -2.2961799857005, -1.386528361981541, -1.8517437496812714, -1.4069507116426143]"
teacher:Why,0,"[9.768658897016362, -2.037917018050827, -1.3053981010260611, -1.88249729988196, -1.1761682035717267, -1.008460371114595]"
teacher:Tell them why did you choose onefourth plus onefourth plus onefourth,0,"[8.63594320982656, -1.1601212801158, -1.7498188044123593, -1.1908823423731352, -1.123700485323897, -2.0522904226544534]"
teacher:Why is that okay,0,"[8.08539638255407, -1.5389255203094256, -1.421993292529452, -2.0065763494629896, -2.907405039004888, -1.1479253758470793]"
teacher:But why,0,"[8.278729385066118, -1.049397755550003, -1.6007867088845253, -1.5307324732568266, -1.6179973314331977, -1.3463320530571503]"
teacher:Why,0,"[9.712151481163954, -2.1044743652806517, -2.064705210987014, -1.465703035548371, -2.401402266351461, -1.70947504363029]"
teacher:Why,0,"[8.463193666938341, -2.974415792850752, -2.930986667019794, -2.6726160232206606, -1.3665541539285184, -1.47452287475595]"
teacher:Why whatever we do to the bottom do we have to do to the top,0,"[8.068978310935028, -2.473663869734117, -2.7960175970885146, -1.3644588172735, -1.116820796393739, -2.0025518006434884]"
teacher:But why,0,"[8.490927271398508, -1.9665856635787498, -2.0274018591670977, -2.888563044689387, -1.3527533883956235, -1.357891271499241]"
teacher:Why is it twofourths Savannah,0,"[8.017879720478765, -1.2713405567343792, -2.9008011491609165, -2.1921177768326383, -2.6044413971366245, -2.2081493062032744]"
teacher:Why are we multiplying them both by eight,0,"[8.309442442108457, -1.4193734173855996, -1.6987753264904841, -2.6898780154749424, -1.784312507261231, -1.0158340088865716]"
teacher:Why is it that for number one you can find the answer even without finding a common denominator Marie,0,"[8.409612966706108, -1.667525747739658, -2.876482564328205, -2.4705931449943304, -2.8852881065155787, -1.5314397547667051]"
teacher:Why can we do number one even though it does not have a common denominator,0,"[9.917888392135032, -2.608428213312095, -1.0416373431895722, -2.1433619731389966, -2.0979637234261532, -2.555795037725157]"
teacher:Why were using 24,0,"[9.68054555696204, -1.48360984435954, -1.410066470634201, -2.9990278076167876, -2.7221424188986667, -2.050975725090116]"
teacher:Okay who can explain to Mr Jack why were using 24,0,"[8.166149619937672, -2.9180144816527562, -2.6014050133802504, -1.815874799315124, -1.4108698391503385, -2.15401177085434]"
teacher:Polly please tell Mr Jack why were using 24,0,"[9.329320203655278, -1.8598617634299148, -2.035855844041203, -1.1430477931774874, -2.7486076037608997, -2.9313894202429025]"
teacher:Why does that work,0,"[9.635310482302664, -2.8958483725679987, -1.2788952527753625, -1.0816604001251815, -2.1621682683272203, -2.3972008919793266]"
teacher:Why does that work,0,"[8.535924146141914, -2.4470477105718365, -2.2502594962923532, -1.393907548171273, -2.3186164651221013, -1.0177865844426786]"
teacher:Knowing the rule is great but you have to understand why is it a rule,0,"[9.999509487050902, -1.7129227478790008, -1.4756411720428406, -2.048888771815042, -1.6100351107513717, -2.616877145992196]"
teacher:Why does that work,0,"[8.139148392179827, -2.792744367734162, -1.4900691929582606, -2.974801095997562, -2.653978935582956, -2.709701439354811]"
teacher:Why does it work,0,"[9.799963956684541, -1.1397370012149632, -2.1311889854026864, -1.4615002838010778, -2.9215721158330803, -2.04139519136055]"
teacher:But why does that work,0,"[9.56649573279809, -1.0999283964743303, -2.803428126258007, -2.2413636423754477, -2.582640110430026, -1.648925427077402]"
teacher:Why Mr Parker that get us a common denominator,0,"[9.438236815707507, -1.2635595852667214, -2.0304383065042595, -2.572338560307446, -1.4182351038844787, -1.4791883176150697]"
teacher:How come;student:So basically we multiply those two together eight times three and then you get 24,0,"[8.13686988180611, -1.0102450012107747, -2.199372225937875, -2.80384145809425, -2.380516555253114, -1.7530428221380985]"
teacher:Who thinks they can explain why we did that,0,"[9.745912605214226, -2.0220296393052344, -1.0118406586525952, -1.1065212513178897, -1.6492223325025943, -2.685799933251041]"
teacher:Why;student:So what you do was,0,"[9.500104942322531, -1.1603556029373443, -1.2902602122878166, -2.071783722251958, -2.31770804833159, -1.6287652318063408]"
teacher:Why,0,"[8.306508312156074, -1.3351104612516147, -2.6608685551755267, -2.9811416236385737, -2.3537080107339348, -1.4283840661413871]"
teacher:Can you explain why multiplying our two denominators works,0,"[8.71142412290422, -2.371036744760775, -2.045776685743161, -2.610207538539713, -1.4668573649162349, -2.5506953300086743]"
teacher:But why;student:Because you can always multiply,0,"[9.831232235808981, -2.151520643918056, -2.1372646841934846, -2.816116610276249, -1.4086831707610958, -1.8857829048315595]"
teacher:Youre right guys this is this is the most important part of the math learning today is why,0,"[9.811494786234965, -1.981830680411996, -1.9769144820179665, -2.0587805356877373, -2.495077654818232, -1.7512260080387456]"
teacher:Please tell us how you knew 48 would work,0,"[8.774338551001158, -2.0246263497948975, -2.4862531408738286, -1.36289331196441, -2.683984890754257, -1.990336399192149]"
teacher:Why does multiplying your denominators together work,0,"[9.160343640420367, -2.1197675218594925, -1.8958623243529897, -1.6596156567140163, -2.4603935295413435, -1.2377142405958468]"
teacher:Why,0,"[9.60756867220596, -2.183019236523692, -2.7169714131864984, -1.11165950660171, -1.206368713670562, -1.2065032791266395]"
teacher:Why;student:I think its false,0,"[9.152710924746472, -1.8923809585845668, -1.9408476864175772, -1.6864022681402022, -1.6282593447677893, -2.2954039224913805]"
teacher:112 why did you say a twelfth;student:You just shaded in 112,0,"[9.144278040769963, -2.858546369555632, -1.6635462309553912, -2.125763524066104, -1.206925749700369, -2.3444350661995994]"
teacher:Because;student:24,0,"[9.052089649451363, -1.8587276798874963, -1.1896674016970632, -2.667569491682203, -2.4611445516929367, -1.5410285672073136]"
teacher:Touch your shoulder partner dont do anything and just explain what you think the answer is and why,0,"[8.853282470663762, -2.7739493921811818, -2.8335111846759444, -2.8916313815444976, -1.100727446371498, -1.393553453769855]"
teacher:10 and how do you know;student:10,0,"[8.230253315876306, -2.23869653914008, -1.213967256035986, -1.6382878130366578, -1.5262007506508526, -1.0359304704677772]"
teacher:Why do Ms Gibsons look like concise answers,0,"[8.497428930615758, -2.879633640131625, -1.299997214641306, -1.7790449931369776, -2.389492110215259, -2.032401901891927]"
teacher:Why did we call them relational symbol,0,"[8.315119980592357, -1.8078170326491634, -1.5352302496127659, -2.7019459572806324, -1.87712918439349, -2.3072044382365906]"
teacher:Nivea how do you know its equal;student:Can I have the marker,0,"[8.542869335306523, -1.6979635612287092, -2.1672151370746766, -2.8272891746724924, -2.4816421089418137, -1.9495987692631311]"
teacher:Roberto how did you know that it is less than,0,"[9.441155524483868, -1.4575080280229484, -2.5716562045449196, -1.824954840060703, -1.0034658837228372, -1.469650889798861]"
teacher:Hudson tell me why the answer is less than,0,"[9.768161550875547, -1.4625689761307208, -2.32738983265126, -2.9896654078119065, -2.3574924602498237, -2.1409959362871076]"
teacher:It less than because,0,"[9.482273588092376, -2.396879020790919, -1.4699622104269663, -1.6826808632322863, -2.7206001007782583, -2.299562522764273]"
teacher:Anytime you,0,"[8.812549538963243, -1.3106523492913131, -1.1404574415324469, -1.48500553437893, -1.5459434670040735, -1.8290363010215174]"
teacher:When you;student:When you,0,"[8.097914796682144, -1.328688665753845, -1.9626176285397035, -2.523202675548948, -2.2824913488562224, -1.9456545546478408]"
teacher:Why do you use multiplication in area,0,"[8.614969658504085, -1.9070553378381605, -1.557453626941308, -1.3180387528884103, -2.2847991113263553, -1.4797660459363962]"
teacher:How do you know;student:Multiplication,0,"[8.587430485551739, -1.280467864690585, -2.8376464983655167, -1.466140558759296, -1.6586489654916718, -2.8210365216329243]"
teacher:No its not even greater than nine how do you know,0,"[8.36285355863148, -1.8741588176716282, -1.8325799054632186, -1.6221947654090172, -1.8891270707367327, -1.696461558821367]"
teacher:Lisa why do I have people share their strategies,0,"[8.771810876702585, -1.6019903621403853, -1.4997836302151224, -2.882007104511308, -1.1654079227005352, -2.7606061479743493]"
teacher:Why do you suppose,0,"[8.457963553438228, -2.8015634019474325, -2.6647456134540937, -1.7409896325854348, -1.4456800958404006, -1.9409059237887696]"
teacher:Tera why do I have people share their strategies,0,"[9.408195274074696, -1.3013412879104722, -1.7010533489248731, -1.0620133841809423, -1.8804489304474716, -2.42584140348301]"
teacher:How do we know that the decimal in the first problem is correct,0,"[8.761894457899725, -2.8212481137133736, -2.0453114636261676, -2.2691835651346137, -1.139065428262378, -2.698426960962945]"
teacher:How do we know the decimal in the first problem is correct,0,"[9.718566693075687, -2.9467356110659995, -1.4763012622226177, -2.6800007009745794, -1.950596171543035, -2.5020536394417214]"
teacher:Okay do you see why we did this,0,"[8.409649888553831, -2.074476026159421, -1.577885562080668, -2.09186186260355, -2.559202890210951, -2.41353263843494]"
teacher:Why thats 10 to the first and times 10 squared,0,"[8.270292790164774, -2.756979262331465, -2.5136739267898798, -2.5856170221180217, -1.1435808998794792, -2.789534342524268]"
teacher:Can you tell us what youre doing and why,0,"[9.449436397949048, -2.014992942900825, -2.291234848264212, -1.6245239279324906, -2.6723750398157273, -1.4342955127359747]"
teacher:Why even do the math problem if we dont understand what its tell us,0,"[8.047933757451837, -2.1034025925364985, -2.5616563276910385, -2.852640642811272, -1.1234555316094608, -1.0193779402856176]"
teacher:How do you know;student:That would be 40,0,"[9.171360924133035, -1.7919808349041362, -2.7165616845103635, -1.2898365147591793, -2.0077097647328612, -2.9666028585881]"
teacher:0059 and how did you know;student:The answer is 0059,0,"[8.633688706430808, -1.9030675378926536, -2.502952998397533, -1.9850864739495682, -2.0564711822953075, -1.7087912375514682]"
teacher:Franc what was your answer and why did you get that,0,"[8.101569513184748, -2.008701261878567, -2.534568948756203, -2.4579582425094784, -2.02965701808539, -2.0794310084633674]"
teacher:Can somebody explain why it would just be six,0,"[8.277172090666893, -1.6069978899847646, -2.353971527111199, -2.817076275286831, -1.0264191584601532, -2.2982421719444157]"
teacher:Then could someone help us out why is this problem more challenging than the first problem,0,"[8.798022767591128, -1.8929245153177663, -1.3917063666405844, -2.9659088041335275, -1.8026138930800568, -1.169302173859104]"
teacher:Melvin why is this one more challenging;student:Because its easy,0,"[8.57758582327025, -1.0051767536595697, -1.885163766088372, -1.8075598398991308, -2.227872673510322, -1.2300068296950657]"
teacher:Tobias why are these more tricky,0,"[8.711032611886273, -1.8715442301718588, -1.7757205576877158, -2.6555783074323687, -1.7653241701079283, -1.4309208068385488]"
teacher:In this case for example I would ask Missy why do you think your answer is correct,0,"[8.083073129940141, -1.397943068393515, -1.980049045364003, -1.6363560404017325, -2.225706609336659, -1.6241581150044853]"
teacher:Missy needs to tell the group why she thinks that her answer is correct,0,"[8.867192921347181, -1.1508941463578295, -1.2254234325712883, -2.7269530100599257, -2.1322865535370505, -1.3673334196825622]"
teacher:Okay so just because I dont want to spend a lot more time on it can I get somebody else to explain what your consensus was and why,0,"[9.01634980170784, -1.8467424237638435, -2.890459088560341, -2.3036279625846916, -1.8255228323520478, -2.3947816144315457]"
teacher:Okay and why;student:Our consensus was zero,0,"[9.008140873665084, -2.603037817385796, -1.6770605549253266, -2.604571912214083, -2.0666996835996754, -2.6210911284638554]"
teacher:Why are you changing directions,0,"[8.257456142169342, -2.4700755208713217, -1.2966680455529487, -1.3644175739185853, -1.2136211737337383, -2.6460917507310064]"
teacher:Abby you think it is less than why do you think so,0,"[9.425292590431813, -1.3963997997051545, -1.5438932732833595, -1.3130244203045234, -2.655162547554553, -1.0151133991511676]"
teacher:Mika why did you know the answer is yes,0,"[9.950129077900758, -2.1019041408407304, -2.888164047309174, -2.710372195469124, -1.0702532412757404, -1.6436611832996955]"
teacher:Why,0,"[9.489439061562129, -2.924793112128823, -1.1596569705838442, -2.7327649612917333, -2.155997476128203, -1.2733697550331664]"
teacher:Why or why not,0,"[9.068880544160828, -1.6734598066942958, -2.8141373367447997, -1.7327145021229744, -2.3403161635766248, -1.658969164655392]"
teacher:If she uses her rule what do you think the new trapezoid will look like and why,0,"[8.651283347406153, -2.6329787881071693, -1.4628803767930163, -2.653381254946693, -2.2541228562290625, -2.598041110021297]"
teacher:How could you prove that,0,"[9.317585392968944, -2.99252342514324, -2.4663437724317157, -2.2068607075244344, -2.2614031992736026, -1.1816386964244145]"
teacher:Was there a reason why you started with a bigger number,0,"[8.760338701052998, -1.3346090508671418, -1.2697278051614465, -1.8673574348767532, -2.2236234093707976, -2.903150556783247]"
teacher:They use two grids because why,0,"[8.526150203131975, -2.491736026522421, -1.0656267642554271, -1.5234454828926687, -2.1887756099374505, -1.643302357620388]"
teacher:Last year I know that in fourth grade you got asked a lot why would you do an estimate or how do you know that your number made sense,0,"[9.645121642353644, -2.7013484339436147, -1.8015880089920466, -1.8029246283083438, -2.0542304916775347, -1.103427054419052]"
teacher:Why do you do an estimate,0,"[8.632178582657577, -1.2429825613328387, -2.3016257106002813, -2.3724355980279506, -1.3473866695245056, -1.068076861472893]"
teacher:Why would I throw that in now,0,"[9.981828388728953, -2.5736513603939644, -1.2403927823005079, -1.4694254585483413, -1.3023360760108504, -1.9310763213829574]"
teacher:Why six times eight,0,"[9.751880407557131, -2.1679552571988774, -1.5978986095957741, -2.5612101942336336, -1.1363400975591913, -2.5300429705610057]"
teacher:Why do I make these connections for why am I helping you make connections,0,"[9.33536340402446, -1.7560923218362525, -1.516369173587984, -2.2234614799115517, -2.303696338004272, -1.270513045219145]"
teacher:Why is that importantFranc,0,"[8.719332947502114, -1.516720902100859, -1.9198257277583373, -2.1199837539264785, -2.522109740349303, -2.310081590962504]"
teacher:Why do you have to explain,0,"[8.537016243135044, -2.9551115579951848, -1.4812392985974978, -2.6801153472633086, -1.6903932768203085, -1.4836224932049777]"
teacher:For your T why do I want you to use a model;student:To show others how to do it,0,"[9.87298291609883, -2.2644387767037175, -1.296873920856473, -1.4829395163452204, -2.329815880737331, -1.5706602373087521]"
teacher:I know but how could you prove it using the picture;student:Ones wider and ones,0,"[9.477313033373456, -1.930868065725864, -1.1119618007533258, -2.676529659748586, -1.0265343048444702, -1.8003559160994311]"
teacher:How do you know;student:Three,0,"[9.27194532861519, -1.5106056552750973, -2.0673396690762056, -1.6140063424977804, -1.551223472195083, -2.420653770079667]"
teacher:Why are you on the no side,0,"[9.687919423950119, -2.642253514788723, -2.70242703357151, -1.97555980162764, -1.8860808183775999, -2.524527725599908]"
teacher:If we dont know what it means then why even do the problem,0,"[9.915265816131578, -2.509316349872021, -2.1296331892495957, -1.7375207722525667, -2.7342302100690965, -2.966333224744994]"
teacher:Why are we cheering to keep saving,0,"[8.723442484400742, -2.349355471714604, -2.326894561842706, -1.5983892922151006, -2.8209487332396357, -2.0320857039633964]"
teacher:Why are we cheering for every time we save,0,"[8.349354535734127, -1.5987268141398625, -1.4077591512694636, -2.4952122856052066, -1.9163685855940642, -1.7722882333506758]"
teacher:Why is it important to save money Alexander;student:The more you spend when you do have to pay bills you wont have money to do it,0,"[9.788212963666512, -2.156105497528266, -1.203497816519796, -1.9578575541463676, -2.475067483300404, -2.189831805464909]"
teacher:I want you to think about before we move on and go through A B C and D which one of these was the hardest to answer and why,0,"[8.495468418295525, -1.689040685762954, -2.9258529416562, -2.9778066480520327, -2.8616156270480344, -1.2443196449107832]"
teacher:Cassandra which one do you think was the hardest to answer and why,0,"[8.67843452467771, -1.333123920471996, -1.9093649758305282, -2.1373678956746467, -2.610103584740973, -2.4817334135851796]"
teacher:How do you know five is greater,0,"[8.557921064764862, -2.354325565735772, -2.0617270241781736, -2.1611251888842733, -2.1227566135139355, -1.8190897773607722]"
teacher:How do we know that this is greater,0,"[9.629187572463994, -2.123901763724732, -1.4541805418318343, -2.3925955187346943, -1.576005082020517, -1.177378795584942]"
