text,label
"A list of research papers to read further that's it. The course is too short to cover the subject so it covers nothing in the end.The programming assignment have no help, whatsoever it's ""do it"" any language. The 2 programming assignment doesn't have much to do with the course. We don't even talk about the algo to use to do it. It looks like coursera has asked the professor to add a programming assignment to the course and he had 3 minutes to choose what it could be.It shouldn't be advertised in coursera as it is.Ah, forgot to mention that no one replies to the forums,actually no one uses them.I think the subject is very interesting but this course gives a really bad advertising to Coursera, the university and the professor.It needs more work before it's deployed on the platform.I am going to try another Coursera course in the same kind of subject I hope it won't be the same.",0
"No forum, what are you thinking!",0
"There is no instruction with this course. If you've never written a script before you're not going to get a lot of help here other than researching things yourself, which you can do without this course. Not to mention, the feedback is minimal and not all that helpful. For example. if i've never written a script, what value am I to someone else who has also never written a script. And what value is their feedback to me. I signed up to get some experience and to also get feedback from those more experienced than I. I'm less interested in what my peers have to say and more interested in the feedback of the instructor who has years more experience than most of us. To pass assignments off of 4 or 5 peer reviews is worthless. There's no value in that. What does the instructor think??? Would HE pass us? He occasionally drops a line in the discussion forum, but no direct feedback to the students.I think this class should have a cap on enrollment so that the instructor can actually review and provide feedback to the students. Joke's on anyone paying $49 to essentially teach yourself. This guys just sits back and ""moderates"" when he can.The best thing about this class is that it does force you to write, but beyond that, it's not helpful at all. Truly disappointing.",0
"Totally disorganized, mis-managed, unfairly graded course!",0
Submission is buggy and final assignment is confusing. Almost more than half of students failed this course because of it.,0
This specialization is delayed for months now - very annoying! Don't give them money!,0
This capstone is unavailable most part of the year. I paid in advance for the complete Digital Marketing Specialisation which is a 1 year subscription thinking I can complete the course anytime I want (that is how they advertise it). I finished all the theory well within the 2 months into my enrolment. When I came to the capstone project it was unavailable and for almost 3-4 months. When I contacted coursera.org they had no clue when it is going to start. I am a working professional and my schedule gets very busy when I am on projects. And ever since then whenever the capstone is available my schedule has been very busy. I have completed 2 Assignments in capstone and 4 to go and the 1 year subscription is over. Coursera.org says I have to pay for it again to continue which I am never willing to. There is no courtesy to a student/customer who has paid for the course. I have paid in full but I don't have the Digital Marketing Specialisation Certificate. This platform is more about money than education.,0
"I feel this course was severely misrepresented. This clearly not a beginner level class by any measurement. And the ""4-6 hours"" of expected student involvement is ridiculous. A beginner (NO programming experience) should expect to spend 15 to 20 hours on the first week alone and at least 10 hours for each of the remaining weeks.I have over 25 years of programming experience in Assembly language, Visual Basic, C and C++. I am clearly NOT at the beginner level yet I spent more than 11 hours on the first week, mostly due to trying to download and setup properly for the course. Also, there are over 3 hours of videos in the 1st week plus 3 quizzes and a programming assignment. If anyone spent less than 6 hours on week 1, then that was NOT the first time they took this class.I also am keenly disappointed in the restrictive nature of the assignments/quizzes. Having to type ""-1*1+11"" instead of ""-i+11"" (and you better not have any leading or lagging spaces!!) for instance.Bottom line, I would not recommend this course for anyone wanting to Learn Java for Android Programming unless you already know Java and just want some intro on Android development with Android Studio. And if you are indeed at the beginner level, do yourself a favor and start with introductory courses in Computer Science.",0
Very boring,0
"If you are a real beginner like me (having zero or little programming knowledge) and your time is limited, I think this course (or the specialisation) is not suitable for you. The assignments and quizzes are very time consuming. One week I spent literally 30+ hours writing and debugging codes for just one quiz.",0
I wasn't impressed...v few or new material,0
"Project description versus requirements were terrible, not sure if the new Coursera format played a role in the issues or not. Quite a few of the homework items require guessing as the answers don't align to the results of the latest tools they have you use. If the first class or three in the series was like this I wouldn't have taken the courses.",0
It would be better if the instructors cared to respond to queries.,0
Lectures are very boring and designed in a weird way. He is simply reading the book that he wrote and no real practice was ever done.,0
"Using a proprietary library instead of widely used libraries and discouraging the use of open source widely used libraries. It barely compiles, the example notebook has method calls that use non existing methods of the SFrame object.The course claims that it teaches the student how useful practical knowledge but then ends up using a non standard library and saying not to use pandas or scikit learn.",0
Speed is very fast for a basic level student. The data explanation and correlation demonstrated is not clear.,0
Too much emphasis on taking tests versus actually programming.,0
The instructors overly explain simple concepts and talk about programming inbetween makes the course confusing then you get lost and quiz you on stuff that was not properly explaiuned,0
You need to have deep knowledge in matlab to get pass the assignments. I have spent more time figuring out how the simulations are implemented that really learning about the target algorithm to implement.,0
Dearth of any specific / practical tools.,0
"Very poorly presented course. Despite having completed quite a number of coursera courses before, and even being already familiar with a good deal of the preliminary material in this one, i soon abandoned it due to the inadequate and scrappily prepared presentation of material. Mercedes Paniccia in particular speaks in a virtually unintelligible expressionless monotone with no explanation or elaboration to relieve what amounts to little more than a list of definitions and bald statements such as can be found in the glossary section of many textbooks. I would strongly recommend finding an alternative course devoted to the subject or maybe seeking out a readable textbook.",0
Misleading course name/title. Was expecting a course on using Excel. Forums were cluttered and not monitored often.,0
The least comprehensive course I ever took. It needs very good prerequisite about computer vision. And the demostration was very poor.,0
I do not like the Course. Too difficult for me. Slides are too full of written lines that professor Navarro simply reads.,0
The preceding courses were interesting and helpful. This capstone project lacked substance. The project did not allow itself to apply many of the concepts learned throughout the course. It's almost exclusively about customer analytics. I would not be surprised if Yahoo! worked with Wharton and Coursera to launch this course in order to crowd-source ideas on how to turn around the company.,0
This specialization is delayed for months now - very annoying! Don't give them money!,0
Shame that it was not possible to progress with this course without using graphlab which the creator of this course himself created. Please see the course as just a training sales promotion for his ML application.,0
The Capstone project has been getting delayed since JanDont expect yourself to complete the specialization,0
"It uses mixed material from other platforms meant for pure Python programming learning, jumps between sections in the external platform going forward and back so its pretty confusing to find problems involving content that you have no chance to know if you do not have previous experience with python. I would not recommend this course for beginners in programming.",0
"While the lectures were a little slow about providing information, they were entertaining.But I feel very mislead about the costs. The lecturer repeated over and over how everything is free but, in the end, only the first course in the series is free. Then you must pay a monthly fee in order to go on.I would not have continued with the first course if I'd known that was all there was going to be.",0
"Its ok. HTML is not ""Code"" its a Mark-Up Language. When she cant explain sheo covers it up with attitude words or skips quickly.",0
"Boring voice. A lot of overcomplicated terms, where you can describe your idea in a much more simple way. In result i feel that lector read this material not to teach people, but just to read it. Disgusting.",0
79 USD? just to be able to submit peer-graded assignments... talk about greed,0
"I would not recommend this course for a few reasons:1. There are no course notes accompanying the video lectures. Transcripts of the lectures in unformatted text files and a glossary are available for download. I really canât figure why the instructor doesnât provide an outline of what key concepts he wants us to learn from each lecture. Also, Iâm surprised that Coursera doesn't require a basic set of learning tools for a paid class, such as lecture notes or an outline. This might be a good class for you if learn well from videos.2. The quizzes contain ambiguously written questions for no good reason.3. Two weeks in and there is little substance. For example, week 2 includes a few Skype videos of the professor interviewing former students from a Duke Masterâs program. They seemed like very intelligent and nice people but the content of the videos offered little value (i.e., nothing new) to someone already working in corporate IT.",0
"Extremely repetitive with little to no visual interest. Needs to be cut down to about one tenth the presentation time. There are no visual representations, no exercises and no interactivity.This is the most repetitive MOOC I have ever taken and I've taken a great many.",0
"This is a bait and switch. You must purchase the course even though parts are free, it's really not.",0
"This course is very difficult to follow, not because the topics are hard or too technical but mostly due to lecturer's poor job in explaining and creating a narrative.",0
"I have met with nothing but frustration with this course. Though the lectures are understandable, but the readings are comparable but unrelated to the material in the lectures. I also had no kind of communication with instructors, TAs, or other student for help. It is ridiculous that there is NO feedback forums, and this seems to be the only course that handles it that way. If this an institutional decision to not have feedback, it seems that these instructors and/or the University of California, Irvine do not care to help students. I would not recommend this to anyone!",0
Not enough detail and information provided in the lectures to undertake the final assessment.,0
"Huge gap between videos and final assignment.Videos should be edited, we are not interested in trials and errors of the instructors.",0
He teaches even worse then me. This course has no practical example. It's just introduction(from start to end).When I enrolled in this course I was expecting that at the end of this course I will be able to develop an app or anything like that. But know I think that I have just wasted my time.,0
"The professor did not Interact with people, I was wiling to see some discussions and contributions among people",0
"Hard to follow, ideas are not organized and are not well presented. Lecturer has many pauses, that even on increased playback speed (x1.25), are still distracting. Do not recommend!",0
"I had very high hopes for this course. I was actually planning to purchase the specialization - just as a thank you gesture. Unfortunately, there is very little to be grateful for here.In this course, you get a series of super short lectures giving you an overview of the math and physics behind the aerial robotics. I can't be the judge (since I hold a degree in this area), but I don't think you'll be able to get much if you aren't familiar with the topics yet. And you most certainly won't learn anything new if you had some previous training.And then suddenly there are assignments. That have almost nothing to do with the lectures, but require quite a bit of Matlab programming (did I mention you won't be taught any Matlab in the process?) To make things worse, the assignments are rather poorly explained.By the way, you won't get any replies from the course team - they even ignore questions about errors in lectures.The course looks very sloppy. As if someone forced the team to put together something for Coursera. A huge disappointment :(",0
waste of time,0
"Could not follow very easily. Confused, gained nothing from the lectures. Really no substance to it.",0
Poor help with instructions. Was trying to install to Linux while reading the video screen as there is little documentation or any actual explanation as to what you're doing. Got to a part where a command on my terminal wouldn't work and given I have no idea how it works to begin with I couldn't debug the issue.Also as a general review of the little of the course I did it's generally considered poor form to just read back what the viewer can see on the screen already when doing presentations. Was disappointed with this course.,0
"Rather theoretical introduction to the basics of an interesting subject. Regretfully examples and assignments are frequently overly complex in areas which are unrelated to the subject. In addition, people who work with software development should expect to look further if they aim to add to their toolbox.",0
"The lectures are very well-organized. The topics are also cover in this field. However, the lectures are very dry and boring. The main professor were reading the scripts on the monitor. From my perspective, with his knowledge in this field as being described on his personal web site, he should be able to talk comfortably by looking at the topic on the slide then discuss about it in detail. I would suggest to change the environment to be at the wide open space, like coffee shop, to make this course more attractive. I'm sorry, it is not what I expected.",0
"Videos and materials are fine, but insufficient for the quizzes, which are apparently very difficult even for PhDs in the field.",0
the videos are too longassignments are difficultand dr asfahani is not like dr larryi loved dr larry much moredr asfahani is not interesting in his presentations at all,0
"so i will give one star because the title is misleading. I was expecting a course about responsive UI for website. But is yet again a basic introduction to HTML, CSS and JavaScript.",0
"Despite the arguments of this module are extremely interesting and very useful for Robotics, I think the way they are treated is very poor.In my opinion lectures are so superficial that it is almost a waste of time to follow them.Lectures are completely useless and most of the time quizzes are note related with them.In order to solve quizzes you have not only to recover prior knowledge, that it is obvious, but also to search for new arguments somwhere in the web, in some other courses where contents are better treated and explained. In that contest what are the quizzes, what should quizzes have to test if no content is given?Moreover it often happen that without a clear support from the lectures, questions are confused and ambiguous. It is quite difficult to follow the teaching path and to enrich my knowledge.I think it is a very bad way to make a course and often the pleasure to follow disappears leaving a sense of frustration and futility.I arrived at the end of the course just because I'm doing the specialization otherwise I would have left in the middle of the first week.I'm very disappointed.",0
This course is not relevant in the real world.,0
"I was expecting something else, very basic information.",0
This course is really bad. The instruction is not enough to solve the programming assignment. The almost contents aren't related to communicating data science result.,0
"Course could have earn my stars.Money, money, money is not the way to go.",0
bad instructor,0
Only catered to the American healthcare system. This course was not mind numbingly boring as hell,0
"animations, animations and animations...",0
The worst! I don't recommend you to take any course from this institute. It is just wasting time and money.,0
"This was really disappointing.There is almost no connection between the experience of the lectures (and that's all the videos are - lectures that track a PowerPoint presentation) and the assignments, quizzes, etc. Reference and source materials are frequently mentioned in passing, but there is no comprehensive list of works cited anywhere. The assignments are often vaguely described and, in more than one case, were described entirely differently in different places.I have nothing good to say about this experience. You're watching a fundamentally disconnected series of mostly ad-hoc discussions of vague concepts. A simple list of books to read would be much more valuable.This is by far the worst MOOC I've taken, from any source, in any discipline. The fact that it actually costs money simply adds to the pain.",0
Disorganized.,0
"Did not like the course, complicated concepts and poor representation. ( i still really really appreciate the efforts of those who put it together with their hard work)",0
"This course is garbage. The instruction videos are fine, but the assignments are imprecise in their language at times, and there are certain key points needed to complete them that aren't covered in the videos. The mentor in the forums is lousy, and his responses are worded as if he's talking with a peer and not a beginner/student.I may or may not try another coursera course after this. But if this experience is any indication, Coursera isn't very good. The same UofM course appears over on Udemy, and I wonder if it is just being repurposed on as many platforms as possible without the care needed to make sure it works.",0
"In my opinion:The topics reviewed were too haphazardly selected.The citations for quoted research were hard to impossible to find,The course focused disproportionately on the lecturer's commercial ventures.",0
if you do not have a background in statistics do not expect to pass this course,0
This is a joke right?5 minutes long videos with questions after it shall teach me effective?!you guys are ridiculous!,0
"difficulf...very difficult, guys",0
"Personally, I strongly doubt that putting a bunch of slides and a few auto-graded exercises is the best way to learn about logic. Why then Stanford University doesn't just email his students this material and let them work on their own instead of doing lectures?I don't see the added value at all. Apart from being able to discuss the topic in the forum with other online students, what's the advantage in comparison to buying a book and doing the exercises there?This course to me started off with the wrong foot. No info on the starting date of the course until the end of September, when instead the course was supposed to start at the beginning of the month. And now the complete absence of videos. This to me seems more like a fuck up on the side of Coursera, which didn't find an agreement with Stanford University so no material had been produced until now. Then, in order not to completely ruin its reputation, Coursera put a bunch of slides calling it an online course and expecting people to buy this lie.I might be wrong and this could be only my theory and nothing else, however, I won't recommend Coursera to anyone after this. Very bad feedback so far, and the funny thing is that I had big expectations before the start.Hope this will be taken as constructive feedback and not as a complaint.",0
"No option of completing the course without paying. So why do you call your site FREE online courses? And why do we have to go into the trouble of attending the class and watching the videos, and reading the material without being capable of at least watching our results in assignments?",0
"Really dreadful: absurdly fast progress, with really dry graphics, where they cover the history of economics in about 30 minutes! To make things worse, the lecturer (who doesn't appear in the videos) speaks incredibly fast, while graphs and bullet point lists fly by on the screen. There's not time to process the information and complicated terms and processes are explained in just a few seconds.I'm disappointed as it looked like an interesting course but doesn't live up to some of the really great courses available which employ great teaching and delivery.",0
"A lot of theoretical stuff, nothing for practice; awful final exam strategy, the course encourages learning by heart without any thinking; advice: to help non english students (like me), make the lectures not overlapping the subtitles",0
"Sorry, the guy in the first video doesn't blink, which is very weird. The second video was so incredibly dry and boring that I completely lost interest. I know this could be a fascinating course with the proper videos and visuals to help people understand it.",0
I'm not able to submit my assignments,0
"Course work was entirely optional and only started at the end of week 2. The required level of involvement was too low to be helpful. I don't learn well just watching lectures - I can get that much from YouTube!!! However, I expect a bit more when paying $500 for a specialisation.The first module in the series was too basic but at least there was a lot of coding involved. This (second) module didn't even have that.",0
"The EEPROM project in week 3 is undoable with the specified simulator, as the simulator is simply not functional. I tested different computers, windows and mac operating systems, different browsers, different security settings, etc. Nothing works. The assignment is also way beyond the level of an introductory course. In addition, the complete lack of discussion forums attached to the course suggests that it is preferable to shut off discussion than to address the problems. Speaking of which, a search of the general forums indicate that this has been an ongoing issue since the latter half of 2015. Seriously, what the hell? Many people don't have a ton of extra money to throw away on garbage, and you are selling a defective product.",0
Not a course that helps you solve wicked problems which do not have solutions that will come suddenly one fine day and ones that require more thought effort and brainstorming.,0
"Very knowledgeable professors, but very little explanation or actual 'teaching'. Graded assignments require a lot of self-education.",0
"Concepts are fantastic but the material developed to deliver the course is short of expectations, especially from a university. Excel sheets do not match what is demonstrated in video lectures, lots of confusion around how to complete tasks, quiz answer options not being correct, and missing Excel spreadsheets (e.g. video lecture says to refer to accompanying excel spreadsheet, but no spreadsheet available). Also, judging from past discussions by students, some inconsistencies around formulas being presented in video lectures versus assignment questions. could have been a great course, but the inconsistencies have made is very disappointing.",0
Peer to peer assignments are really slow and due time dependent.,0
"Course 1 was really enriching, but this second stage didn't achieve the level that it's supposed, videos should be remake in order to connect with learners, materials should be upgrade to fulfill expectations.",0
"The course presents lots of concepts and papers, but it doesn't really seems applicable in reality.It felt too ""fluffy"" and subjective to me.",0
"Difficult to understand, not a good explainer.",0
Very broad instruction but very picky quizzes. Spent more time frustrated with trick questions on quizzes than actually learning something.,0
Coursera lost my thoughtful 2-star review so I am replacing it with this. I learned a lot through my own efforts and through the efforts of students who bothered to post in the forums. The one mentor disappeared half-way through the course.,0
"Not very helpful for those with a solid statistical background. I prefer to use R to do the modeling things, while this course should talk more about pivot tables and existing useful financial functions which advantage over other statistical tools.",0
"I'd like to give just one star rating for this course, as it is very far from what I expected. The course expect students to know Python, to know R, but did not go deep enough to help students understand the insight from social media data. In fact, lots of R task can be replaced with Python, so the course could be designed in a much better way that students do not always switch between two programming environments. This course mainly teaches how to download data with keywords, and how to plot graph, not worth the effort of learning. Therefore, I would not recommend this course to anyone.",0
Stunning waste of time. There is nothing of substance.,0
"In my opinion, this course is a waste of time, it simply throws a bunch of links and terminology for you to google and research. The project is interesting but once again, you have to do tons of research and take up other courses to fill the gaps (might as well do the other courses instead of this one).I do not recommend this course or the specialization.",0
There is no subtitles in English for the video lectures and the slides are in Chinese.,0
This course was uninspiring,0
"This class assumes a lot of statistical knowledge and background that is not covered in the first three classes of the series. So much statistical terminology and jargon was used by the instructor, it felt like taking a class in another language where I had to constantly stop the video and google for the terminology she used. It took a lot of grit to finish the class, which was overall a very demoralizing and negative experience.",0
"not too good ,,because in assignments session they doesnt know what the right ans is, as in first assignment ,the ques is about circumference of circle as in google the exact ans is what they wronged it",0
The instructor rambled on when back on forth on topics and numbers too much and made the videos much longer than they needed to be. Some of the information is badly outdated like the electric vehicle driving range and hybrid vehicles only able to drive a mile with ou,0
"I should suggest my fellow Coursera students not to waste their money and time for this course. You'll learn a lot more than this course has to offer if you consult some websites with screenwriting tutorial blogs, read books and write on your own.I am a PhD student of theoretical film studies and and a fan of Coursera courses. I was eager to learn screenwriting as an interesting hands-on course. Well, it's project-based alright, but where's the real guidance??This is a lazily designed course with poor content and almost zero guidance. The videos are very short and feels like a layman is trying to motivate you to write something, that's all. No methods explained other than some terminologies like bible, acts, outline being thrown at you. No examples, no comparisons, no detailed approaches.Lastly, scriptwriting has a significant difference with other humanities course. Being peer-reviewed doesn't help here -- a total novice can not effectively judge another newbie's work nor give them quality feedback.",0
"Course title is misleading. It is actually a course on Managing Agile Software development, not Product management.There is common understanding in active product management community that major focus for product manager is market. Market is not mentioned in this course at all.What requirements and schedule, guys??? Current product management is all about hypotheses, A/B testing, customer development, experiments, lean UX, etc.You completely missing the point.Still, this course can be a good one for those who want to start Managing agile software development.",0
"Really bad course. They don't explain the concepts clearly, the quizzes ambiguously ask things not seen in the videos and the instructor introduces equations without further explanation. The course Autonomous Navigation for Flying Robots (edX) is much better.",0
The course is very superficial in nature and there is no difficulty...,0
"It is impossible to input solutions to quizzes/exams - even when they are correct, they are graded as wrong - a massive waste of time",0
Not much here,0
"Very bad course too fast is not an introduction more like a remember of things, this course try to covers too much information in 3 weeks and the assigments are not well guided and messy",0
Very poor explanation and very complicated topics.,0
too hard in practice,0
"The material itself isn't bad, but the course instructors never respond to questions. What's the point of the class if I can't get my questions answered?",0
"Verbose, wandering. Instructor takes too long to do too little. No value add over a textbook.",0
Poor feedback and advice with those who really do not know of programming. To shame!,0
"The first segment on why ""Digital Changes Everything"" is good background but the rest was too abstract for me with nothing I could really take away and practice.",0
"The course is basically an advertisement for the software one of the teachers created. I did learn a bit of high level concepts, but when it comes to coding, the answers is always 'conveniently, my software does this for you'. I wanted to actually learn about these concepts deeper, and implement them.I also was able to complete this 6 week paid course in a few days which should not be possible. I have since started the free Stanford course taught by a co-founder of coursera, and it is MUCH better! I recommend it to anyone!",0
Didn't learn anything new. Too much of chit chat.,0
"Awful course. The lectures IN NO WAY prepare you for the final assignment which is supposed to take two hours. The ""course"" consists of really boring videos of the instructor using Galaxy and in no way teaches you anything about using Galaxy or how it works. The lectures and quizzes are a joke. You can pass the quizzes just by watching the videos. I got to the final assignment and had no clue what to do if you. I know nothing about bioinformatics, or NGS (which is why I took and paid for this stupid course) so I spent WEEKS on the final assignment and I STILL could not finish or pass the course. Whoever allows this course to still exist and waste people's time and take their money should be ASHAMED of themselves. Read the discussion forums and you'll see what I'm talking abut. DO NOT TAKE THIS COURSE.",0
"repetitive content with other MOMA courses (modern art&idea)?? duh, not gonna pay $50 for this. :(",0
"I understand it is a technical subject but going slide after slide reading the material without any clear explanation, is not learning is just reciting.It would have been better to try and put only half of the facts (we can always search for specific flag) and explain more about use cases.There has to be a better way to pass the materials.",0
Totally not what I expected. Most of it was concerned with mathematical problems.,0
The use of external tool for no good reason + the lack of written summary makes the course really hard to follow.,0
Too short to get any depth of information. Too expensive for the content provided.,0
The teacher is boring,0
"only theory no practice. I don't need math at this point as I don't know even how to build simple machine learning program. Programming assignments come with no explanation. It is not possible to finish this course without learning from other sources on the web, materials attached to this course are not enough to understand the subject. I have trouble understanding what the teacher is trying to teach from the very beginning of course.",0
"Really basic spreadsheet knowledge, not to be recommanded for anybody who is already familiar with Excel.",0
"I thought this was poor. It was basically a re-hash of the previous module with slightly different tasks. Given that I had to wait three months for the capstone to be ready, I found it a bit rich that my deadline to finish it was a couple of weeks! Don't waste your money/time on this particular module.",0
very basic course. I would only recommend this if you are just starting your PhD program and you have no idea how the writing process works,0
"Total disaster. I payed 315euro for this course. Course started on 24/10/2016. I faced with technical difficulties till this weekend. I reported this problem already many times.. Finally this weekend the Jupiter notebook worked and I started the first assignment. I spent many hours but still couldn't get solve the assignment. I read discussions, write post.. Searched on Google.. Read lots of document. I still couldn't get what the correct answer is the assignment wants. I realized that it is impossible to pass this exam. In the lectures they don't mention anything which will help you to solve this time consuming assignment by the way.. After having this terrible course experience this weekend, today (14/11/2016) I decided to apply for refund. But guess what I says 14 days have passed so I cannot get refund!!!! Now I payyed 315 euro for nothing but disappointment!!!!",0
"The course is very interesting but there is a problem with the quizzes, it doesn't accept correct questions. If needed I can provide a screen shot of the problem in one of the quizzes. Hope that all this will be fixed and I'll be able to take the course again.",0
Easy but really complicate to submit the assignment.,0
"I'm sorry, but I have taken many courses on Coursera and this is, without a doubt, the absolute worst. This isn't minimal teaching, it's practically nonexistent. Frankly, buying a book would at least give more guidance than tossing one-minute 'lectures' out there and having students blindly fend for themselves under the guise of ""experimental learning"".Plus, you then have an all or nothing grade system - there is no middle ground, just pass or fail on an assignment that had little to no instruction or examples listed to begin with.I'm truly surprised that Coursera agreed to allow this course as it is. I suggest that the instructor and team see how other instructors at universities are teaching their Coursera courses. Just because something is free, it doesn't give free reign to be lazy. If I had paid for it, I would have asked for a refund. This entire course needs a serious revamp.",0
"way too slow and too long ; too many digressions, by-side remarks, lessons of life, etc ... go straight to the point.",0
"Very scattered and long lessons. Very difficult to learn something that is not ""textual"". Examination is based on literal terms (e.g: what year was XX reform enacted""). Not the type of knowledge I thought I would get",0
just reading the materials,0
I could not understand instructor. Using subtitles didn't help either as many words came up unintelligible.,0
"besides the major technical issues and lack of information before the postponed start of the course and minor technical issues, the way of teaching is well adapted to on-site classes where you can sit in study groups solving the problems together; the given examples have partly little relevance and do not help to solve the assignments and according to the staff the best way to solve assignments is by using google (or stackoverflow or whatever) - really?! somehow it seems they just took an on-site course, played with some fancy technical solutions and call it now a MOOC... they seem not really aware of the fact that on-site teaching and MOOCs require completely different types of pedagogic methodsamazing how the same university can offer both the best MOOC (Dr. Chuck's) and one of the worst (this one)",0
I wish I had paid closer attention to the refund policy. The production quality and content did not meet my expectations.,0
"I've started the course and i have found ""learn to program"" part, but where is ""quality code""?",0
NLP is a total different thing and should be a course by itself. I would prefer a a large scale machine learning capstone where we could make models and it would fit better to real life situation! Through all the courses I worked hard only to reach NLP capstone? this doesn't feel right! Please fix it!,0
Do not take this course unless you have previous C# coding experience. It is most definitely not for beginners.,0
"I don't recommend this class. Jogesh K. Muppala has very labored English and his pace and verbosity make the lectures hard to get through. I've turned in around 10 assignments and have yet to get a grade on anything. The course content is poorly organized and executed. Peer grading is just dumb (and clearly doesn't work, since I have yet to get a single assignment back). When you turn in assignment files, they cannot be opened (and we found out from an apparent student how to get past the technical issues). Questions about the class and submitting assignments went unanswered. My advice, save your money and don't take this class.",0
Quizzes and assignments cannot be submitted if course is audited.,0
"Took the first two courses which were fine but this one started off poorly and just got worse, unfortunately. I'm wondering if I can get my money back.",0
not all apps wok on my devices so I was unable to do assignment. Apple Annie was difficult,0
Not a very informative course. A few hours' worth of reading up specs that I can also find on Wikipedia.,0
It is tottaly unacceptable to have to pay to pass quizz !!!I cancel my participation,0
"Contrary to what is being billed here, all the concepts here are from the more traditional school of marketing. The way the 4Ps are explained and applied (through barely) related to consumer products that are retailed. Digital marketing has barely made a dent in their revenues.Technology products don't follow this model.Another annoying aspect of this course is that things are not well defined so they can't be applied. ""customer co-creation"" is presented as a ground breaking idea but it is defined so vaguely. The definition states that customer co-creation is any contribution by a customer or otherwise that helps shape the products. What is considered contribution? Is product feedback contribution? If so, this idea is as old as a Bazaar. Or does the customer actually have to do creative work, in the case of Threadless.The big problem with this course is that it does not introduce the student to any new mental frameworks, leave alone anything practical. This course is a prime example of academiaitis - ideas created in ivory towers without any practical input or use.",0
"The final assignment is impossible to finish since I have 10.4 version in my computer. You, as the course provider, should modify the assignment instead of asking the student to make changes. The point is that we are trying to gain some knowledge, not wasting time on solving those bugs.",0
"I'm honestly quite pissed. The material itself is fine but I have had a terrible experience working with the instructors. I don't think I will continue taking these courses.I don't appreciate the amount of time and effort given into the programming assignments only to receive practically zero help. First of all, I don't know WHY I'm failing the test cases, I just am. Your program runs through maybe 100 tests to ensure correctness but somehow the instructors decide you should only see the first 3. But then, I try posting on the forums to receive help only to have it removed. Quite frankly, I have spent well over 10 hours at this point on a single problem and I've created my own tests and I have looked at all the very vague hints given in the forums and I still have no clue what to do. I have school, a job, and yet I'm losing all this productivity because I'm running all these damn tests hoping on the off-chance that I catch whatever weird bug it is that's failing my code. All I want is real, concrete feedback.",0
